cell,cond,bucket,n,dates,mean5,t5,hit,mean10,t10,train_t,test_t,test_mean,base_mean,confirmed
macd_hist_down/confirmed,price,<$2,555,315,-0.01890348758302309,0.08937746373738198,0.5171171171171172,-0.8109920332840937,-1.4455466975392572,0.16444564070472958,-0.0513385454006593,-0.1891957488566733,-0.022650090087285468,False
macd_hist_down/confirmed,price,>$10,1643,432,0.24511370328419813,1.855644136470075,0.5325623858794888,0.5581409317503482,2.3432213525901417,3.037433209817757,-0.590101184147074,-0.06760435738202815,-0.022650090087285468,False
macd_hist_down/confirmed,vs_ema20,above,1733,446,-0.047221552901883734,-0.2159402160478736,0.5239469128678592,-0.23580399335575267,-1.2543393083316638,-1.2229403186911205,1.2544794723542765,0.466483217692888,-0.022650090087285468,False
macd_hist_down/confirmed,vs_ema20,below,2750,454,-0.007165600975394972,-0.41099792738829777,0.517090909090909,0.2932613482614724,0.35606913544489305,0.5282811543432286,-1.3896400829016138,-0.3252125071934336,-0.022650090087285468,False
macd_hist_down/confirmed,mkt20,mkt flat,3109,334,-0.007835394489467849,-0.18814126885452792,0.5229977484721775,0.059483245292147414,0.28999326077607557,0.2610317069907046,-0.7251229240352032,-0.09029199464501739,-0.022650090087285468,False
macd_hist_down/forming,vol_ratio,1-2x,1601,415,-0.09459419670360797,-0.6934432568611396,0.5109306683322923,0.03624035590798067,0.0711227859423914,-0.4048288422847968,-0.6224040302718569,-0.15961079771781134,-0.09851568492392221,False
macd_hist_down/forming,vol_ratio,<1x,1862,426,-0.10331116983985099,-0.8344117772769696,0.50859291084855,0.0635064985840879,-0.5238821726263037,0.1016914134510098,-1.6115973833365533,-0.2755121161369114,-0.09851568492392221,False
macd_hist_down/forming,rsi,30-45,761,309,0.029478727982822535,-0.5468765607241943,0.5440210249671484,0.5063558545655241,1.1699853380430398,0.36627104964302104,-1.3019003021095876,-0.5298863499234611,-0.09851568492392221,False
macd_hist_down/forming,rsi,45-55,1366,411,0.0003151591253106566,-0.676782494442826,0.5073206442166911,0.20880485688105485,-0.2587973521688815,-0.32529746008409854,-0.7445371410868155,-0.05553918843215702,-0.09851568492392221,False
macd_hist_down/forming,rsi,55-70,1457,421,-0.22356879100781465,-0.4105266035189183,0.49279341111873715,-0.4065158139843847,-0.5317539374281923,-0.11380191655566917,-0.5269215246346955,-0.21306078561682837,-0.09851568492392221,False
macd_hist_down/forming,atr_pct,high,1364,399,-0.1912722219753909,-1.4693974606959375,0.5051319648093842,-0.3165334578060851,-1.5154013776458832,-1.5150100578989003,-0.28636371756029644,0.07269259758929397,-0.09851568492392221,False
macd_hist_down/forming,atr_pct,low,1185,384,-0.07341432910451698,-0.37736631849444163,0.509704641350211,0.2419823685011724,0.38732952968915935,1.060978764810659,-1.4493183865036932,-0.4480449858060056,-0.09851568492392221,False
macd_hist_down/forming,atr_pct,mid,1232,407,-0.01996470286855845,-0.39226599395116823,0.5211038961038961,0.19315698240675977,0.3873843634665569,1.8087617190889704,-2.6587657161216947,-0.6411740452126765,-0.09851568492392221,False
macd_hist_down/forming,price,$2-10,1910,441,-0.22274822789493784,-1.572279548904117,0.5052356020942408,-0.20419766776311257,-0.8613251326081247,-1.397533304967654,-0.7340860067575227,-0.15457404432506813,-0.09851568492392221,False
macd_hist_down/forming,price,>$10,1420,415,0.04850905405216244,1.0077699875148842,0.5246478873239436,0.482223830231306,2.1415133615693147,2.2342819932561615,-1.1620385779320765,-0.3727093332881855,-0.09851568492392221,False
macd_hist_down/forming,vs_ema20,above,2203,457,-0.17214846339157508,-0.36429936198789353,0.5029505220154336,-0.302425413139743,-1.0812408368531952,-0.09811680689309502,-0.4859240440973247,-0.037854457566728665,-0.09851568492392221,False
macd_hist_down/forming,vs_ema20,below,1578,409,0.004280899971032935,-0.5285110877919913,0.5240811153358682,0.483941893001287,1.4353649182343218,0.2357409268552354,-1.378130434378512,-0.4908580438825852,-0.09851568492392221,False
macd_hist_down/forming,mkt20,mkt flat,2631,328,0.024002288198761376,0.20106090014985703,0.5180539718738122,0.11645806076743287,-0.20441123108625667,0.7469038450602777,-1.0114653452063826,-0.1181708046655614,-0.09851568492392221,False
macd_hist_up/confirmed,vol_ratio,1-2x,1894,444,-0.3159313365814505,-2.5435136072574056,0.4440337909186906,-0.314511013533697,-1.6606130336626863,-0.5651903580580555,-3.294989429957527,-0.8445117926836422,-0.3733739896412847,False
macd_hist_up/confirmed,vol_ratio,<1x,1883,441,-0.45902227919412375,-3.9256272526307794,0.43759957514604353,-0.6169836544517446,-2.83123565439097,-2.4936634352391267,-3.1271532739686463,-0.8687791955536222,-0.3733739896412847,False
macd_hist_up/confirmed,rsi,30-45,679,305,-0.35758405619403144,-1.7013345028314242,0.43446244477172313,-0.11052440890974488,-0.16378789446642436,-0.11192555918415424,-2.3019855102103723,-0.8268458874351753,-0.3733739896412847,False
macd_hist_up/confirmed,rsi,45-55,1463,414,-0.43419839663840304,-2.5172383980050155,0.42925495557074506,-0.5485194248701765,-2.5016272485858777,-0.5261866780386477,-3.1869852548915603,-0.7380195182201911,-0.3733739896412847,False
macd_hist_up/confirmed,rsi,55-70,1891,451,-0.48675376330235015,-3.7158601866455623,0.44315177154944474,-0.5821938059021049,-2.5484141443748274,-1.9333107874096978,-3.53247531855413,-1.2275483473699589,-0.3733739896412847,False
macd_hist_up/confirmed,atr_pct,high,1474,413,-0.09746927224760449,-0.48587503235501195,0.46743554952510175,0.0025007021444587866,0.48431148464483353,1.451323711176095,-3.264037773118541,-0.8535179101815438,-0.3733739896412847,False
macd_hist_up/confirmed,atr_pct,low,1446,420,-0.5995605878774274,-3.918418744651113,0.41286307053941906,-0.6749413405466972,-4.6928957384647845,-4.0939952993288875,-1.5063605425221207,-0.8045064597741121,-0.3733739896412847,False
macd_hist_up/confirmed,atr_pct,mid,1439,433,-0.428702504157492,-1.398716855605237,0.4496177901320361,-0.6636641526744841,-1.9055823313580293,0.1694073930861635,-2.554311805344671,-1.0324599088473712,-0.3733739896412847,False
macd_hist_up/confirmed,price,$2-10,2219,472,-0.3414437861318529,-2.4206148986464773,0.4438936457863903,-0.23310373967693573,-0.4332056677185664,-1.194320638337826,-2.3122026268093196,-0.7738599329454168,-0.3733739896412847,False
macd_hist_up/confirmed,price,<$2,536,309,0.14189769399563598,0.3965302013950884,0.47388059701492535,0.20354242014240267,0.3422303374921401,2.1477800502475897,-2.4808452325879014,-1.1147206661277307,-0.3733739896412847,False
